Product_Name,Category,Brand,Price,Rating,Review_Text,Skin_Type,Age_Group,Purchase_Platform,Recommendation
Dior Toner Rock,Toner,Dior,3318.33,4,Does exactly what it claims. My go-to product now!,Dry,18-24,Flipkart,Yes
Chanel Toner Doctor,Toner,Chanel,2544.76,2,Too oily and sticky for my skin type.,Normal,18-24,Tira Beauty,No
Chanel BB Cream Just,BB Cream,Chanel,1816.88,1,Smells weird and the texture feels heavy.,Sensitive,18-24,Flipkart,No
Clinique Sheet Mask Nation,Sheet Mask,Clinique,638.75,4,Absolutely love this product! My skin feels so smooth and radiant.,Sensitive,55+,Sephora,Yes
Clinique Clay Mask Model,Clay Mask,Clinique,258.26,4,One of the best products I’ve tried! Totally satisfied.,Sensitive,45-54,Myntra,Yes
Charlotte Tilbury Moisturizer Use,Moisturizer,Charlotte Tilbury,318.89,5,Does exactly what it claims. My go-to product now!,Normal,18-24,Nykaa,Yes
Fenty Beauty BB Cream Great,BB Cream,Fenty Beauty,638.34,1,Made my skin break out. Wouldn’t recommend.,Sensitive,35-44,Myntra,No
Lakme BB Cream Level,BB Cream,Lakme,759.2,1,Didn’t work for my skin at all. Caused mild irritation.,Oily,35-44,Nykaa,No
MAC Bronzer Him,Bronzer,MAC,2826.34,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,45-54,Tira Beauty,No
MAC Toner Simply,Toner,MAC,1763.74,5,One of the best products I’ve tried! Totally satisfied.,Normal,25-34,Sephora,Yes
Kylie Cosmetics Sheet Mask Eat,Sheet Mask,Kylie Cosmetics,2708.15,3,"Decent product for the price, but texture could be better.",Sensitive,35-44,Brand Website,No
L'Oréal Lip Gloss Market,Lip Gloss,L'Oréal,2148.13,2,Smells weird and the texture feels heavy.,Dry,25-34,Nykaa,No
The Ordinary Bronzer Example,Bronzer,The Ordinary,1724.75,2,Not worth the hype. I regret buying it.,Dry,55+,Myntra,No
Clinique Serum Floor,Serum,Clinique,1625.22,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,45-54,Sephora,No
Fenty Beauty Bronzer Might,Bronzer,Fenty Beauty,302.03,3,Average product — didn’t see a huge difference.,Normal,18-24,Myntra,No
MAC Moisturizer Make,Moisturizer,MAC,3275.3,5,Does exactly what it claims. My go-to product now!,Oily,45-54,Amazon,Yes
The Ordinary Lipstick Senior,Lipstick,The Ordinary,3391.93,3,"It’s okay, not bad but not great either.",Combination,35-44,Flipkart,No
Clinique Foundation Trial,Foundation,Clinique,2130.64,2,Not worth the hype. I regret buying it.,Dry,35-44,Brand Website,No
Colorbar Foundation Cover,Foundation,Colorbar,388.24,3,Takes time to show results. Not sure if I’d repurchase.,Normal,25-34,Amazon,No
Kylie Cosmetics Highlighter Person,Highlighter,Kylie Cosmetics,547.87,5,Affordable yet effective — my skin has never looked better!,Combination,25-34,Sephora,Yes
Dior Blush Effort,Blush,Dior,2153.23,3,"Works fine, but I’ve used better alternatives.",Oily,55+,Sephora,No
Rare Beauty Bronzer Issue,Bronzer,Rare Beauty,562.07,1,Too oily and sticky for my skin type.,Dry,18-24,Myntra,No
Chanel Sheet Mask Manage,Sheet Mask,Chanel,1415.39,1,Smells weird and the texture feels heavy.,Normal,18-24,Myntra,No
Clinique Exfoliator Season,Exfoliator,Clinique,1285.33,2,Smells weird and the texture feels heavy.,Sensitive,45-54,Tira Beauty,No
MAC Moisturizer Against,Moisturizer,MAC,2786.02,4,Great texture and long-lasting effect — definitely worth the price!,Normal,18-24,Tira Beauty,Yes
Colorbar Cleanser Recently,Cleanser,Colorbar,894.33,4,Great texture and long-lasting effect — definitely worth the price!,Normal,45-54,Sephora,Yes
Estee Lauder Cleanser Century,Cleanser,Estee Lauder,2208.92,3,"Decent product for the price, but texture could be better.",Combination,45-54,Tira Beauty,No
Kylie Cosmetics Clay Mask Traditional,Clay Mask,Kylie Cosmetics,2985.11,5,Affordable yet effective — my skin has never looked better!,Oily,55+,Tira Beauty,Yes
Chanel Sunscreen Leader,Sunscreen,Chanel,2997.51,2,Too oily and sticky for my skin type.,Combination,55+,Brand Website,No
Dior Highlighter Them,Highlighter,Dior,1416.14,5,Perfect for my skin type. I can already see a glow after a few uses.,Normal,35-44,Myntra,Yes
Rare Beauty Toner Group,Toner,Rare Beauty,812.64,5,One of the best products I’ve tried! Totally satisfied.,Normal,25-34,Tira Beauty,Yes
Kylie Cosmetics CC Cream Seek,CC Cream,Kylie Cosmetics,863.35,5,Great texture and long-lasting effect — definitely worth the price!,Combination,25-34,Nykaa,Yes
Estee Lauder CC Cream Energy,CC Cream,Estee Lauder,1864.82,2,Smells weird and the texture feels heavy.,Sensitive,35-44,Brand Website,No
L'Oréal BB Cream Draw,BB Cream,L'Oréal,2449.61,4,Affordable yet effective — my skin has never looked better!,Dry,45-54,Brand Website,Yes
L'Oréal Bronzer Street,Bronzer,L'Oréal,2070.29,4,Affordable yet effective — my skin has never looked better!,Sensitive,45-54,Brand Website,Yes
Estee Lauder Sunscreen Still,Sunscreen,Estee Lauder,2877.47,2,Totally disappointed. Waste of money.,Dry,45-54,Nykaa,No
Maybelline BB Cream Current,BB Cream,Maybelline,2675.45,2,Totally disappointed. Waste of money.,Normal,35-44,Brand Website,No
L'Oréal CC Cream Reduce,CC Cream,L'Oréal,2914.79,4,Does exactly what it claims. My go-to product now!,Dry,25-34,Sephora,Yes
Colorbar Highlighter Week,Highlighter,Colorbar,1548.1,3,"Works fine, but I’ve used better alternatives.",Oily,25-34,Nykaa,No
Colorbar Blush Create,Blush,Colorbar,367.21,2,Not worth the hype. I regret buying it.,Oily,25-34,Amazon,No
Kylie Cosmetics Highlighter Walk,Highlighter,Kylie Cosmetics,290.85,3,Average product — didn’t see a huge difference.,Oily,35-44,Sephora,No
Rare Beauty Clay Mask However,Clay Mask,Rare Beauty,2448.29,4,Absolutely love this product! My skin feels so smooth and radiant.,Normal,45-54,Sephora,Yes
Huda Beauty Countour Field,Countour,Huda Beauty,1108.54,1,Made my skin break out. Wouldn’t recommend.,Sensitive,55+,Amazon,No
Maybelline Face Oil Trip,Face Oil,Maybelline,1642.52,2,Made my skin break out. Wouldn’t recommend.,Normal,18-24,Nykaa,No
Clinique Color Corrector Send,Color Corrector,Clinique,1732.85,2,Made my skin break out. Wouldn’t recommend.,Normal,45-54,Amazon,No
Huda Beauty Blush Staff,Blush,Huda Beauty,3426.89,5,Absolutely love this product! My skin feels so smooth and radiant.,Combination,35-44,Tira Beauty,Yes
Kylie Cosmetics Serum Their,Serum,Kylie Cosmetics,1130.73,2,Not worth the hype. I regret buying it.,Normal,55+,Brand Website,No
Estee Lauder Face Oil As,Face Oil,Estee Lauder,2972.07,5,Perfect for my skin type. I can already see a glow after a few uses.,Oily,55+,Amazon,Yes
Rare Beauty Sheet Mask Early,Sheet Mask,Rare Beauty,2346.88,3,Takes time to show results. Not sure if I’d repurchase.,Oily,18-24,Amazon,No
Estee Lauder Serum Large,Serum,Estee Lauder,2528.39,5,One of the best products I’ve tried! Totally satisfied.,Normal,18-24,Myntra,Yes
Huda Beauty Serum Wonder,Serum,Huda Beauty,2653.61,1,Not worth the hype. I regret buying it.,Normal,18-24,Myntra,No
Lakme Serum Style,Serum,Lakme,2961.54,4,Great texture and long-lasting effect — definitely worth the price!,Combination,55+,Sephora,Yes
Colorbar Foundation Some,Foundation,Colorbar,2059.6,5,Smells amazing and the packaging is super cute. Highly recommend!,Combination,35-44,Tira Beauty,Yes
Estee Lauder Blush Several,Blush,Estee Lauder,2691.41,5,Absolutely love this product! My skin feels so smooth and radiant.,Normal,25-34,Sephora,Yes
L'Oréal Lip Gloss Detail,Lip Gloss,L'Oréal,2402.04,5,Affordable yet effective — my skin has never looked better!,Oily,45-54,Amazon,Yes
Charlotte Tilbury Cleanser Heart,Cleanser,Charlotte Tilbury,737.41,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,35-44,Tira Beauty,No
Lakme Toner Could,Toner,Lakme,2296.61,2,Made my skin break out. Wouldn’t recommend.,Normal,35-44,Flipkart,No
Maybelline Toner Raise,Toner,Maybelline,2002.3,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,18-24,Myntra,No
Charlotte Tilbury Bronzer Accept,Bronzer,Charlotte Tilbury,1886.05,2,Not worth the hype. I regret buying it.,Dry,25-34,Sephora,No
Charlotte Tilbury Toner Structure,Toner,Charlotte Tilbury,1415.58,5,Absolutely love this product! My skin feels so smooth and radiant.,Normal,55+,Tira Beauty,Yes
Rare Beauty Countour Others,Countour,Rare Beauty,1838.99,5,Great texture and long-lasting effect — definitely worth the price!,Dry,18-24,Amazon,Yes
L'Oréal CC Cream Baby,CC Cream,L'Oréal,493.67,5,Great texture and long-lasting effect — definitely worth the price!,Sensitive,25-34,Myntra,Yes
Colorbar Moisturizer Tend,Moisturizer,Colorbar,3484.85,3,Takes time to show results. Not sure if I’d repurchase.,Oily,55+,Sephora,No
Fenty Beauty Lipstick Total,Lipstick,Fenty Beauty,2710.46,2,Not worth the hype. I regret buying it.,Oily,18-24,Brand Website,No
Estee Lauder Foundation School,Foundation,Estee Lauder,2835.56,2,Made my skin break out. Wouldn’t recommend.,Sensitive,35-44,Sephora,No
Minimalist Serum Idea,Serum,Minimalist,3368.75,3,Takes time to show results. Not sure if I’d repurchase.,Dry,55+,Myntra,No
Charlotte Tilbury Sheet Mask Fast,Sheet Mask,Charlotte Tilbury,2297.0,4,Does exactly what it claims. My go-to product now!,Combination,55+,Amazon,Yes
Huda Beauty Color Corrector Real,Color Corrector,Huda Beauty,960.08,1,Too oily and sticky for my skin type.,Dry,45-54,Sephora,No
Maybelline Sheet Mask Employee,Sheet Mask,Maybelline,1803.98,3,"It’s okay, not bad but not great either.",Oily,25-34,Sephora,No
The Ordinary BB Cream Myself,BB Cream,The Ordinary,2827.1,3,"Works fine, but I’ve used better alternatives.",Combination,18-24,Myntra,No
L'Oréal Blush Industry,Blush,L'Oréal,2891.63,3,Average product — didn’t see a huge difference.,Normal,45-54,Flipkart,No
Chanel Exfoliator Visit,Exfoliator,Chanel,1541.67,3,"Decent product for the price, but texture could be better.",Normal,18-24,Brand Website,No
Clinique Cleanser Expect,Cleanser,Clinique,1052.9,4,Affordable yet effective — my skin has never looked better!,Combination,45-54,Myntra,Yes
Chanel Lipstick Usually,Lipstick,Chanel,2211.87,4,One of the best products I’ve tried! Totally satisfied.,Dry,55+,Amazon,Yes
Estee Lauder Foundation Than,Foundation,Estee Lauder,3091.16,1,Too oily and sticky for my skin type.,Normal,35-44,Brand Website,No
Huda Beauty Highlighter Up,Highlighter,Huda Beauty,875.96,2,Smells weird and the texture feels heavy.,Sensitive,45-54,Amazon,No
Fenty Beauty Serum No,Serum,Fenty Beauty,267.18,3,"Works fine, but I’ve used better alternatives.",Oily,25-34,Nykaa,No
Fenty Beauty Countour Turn,Countour,Fenty Beauty,3476.76,5,Perfect for my skin type. I can already see a glow after a few uses.,Normal,35-44,Tira Beauty,Yes
Maybelline Sunscreen Remember,Sunscreen,Maybelline,984.38,5,Smells amazing and the packaging is super cute. Highly recommend!,Dry,18-24,Amazon,Yes
Kylie Cosmetics Bronzer Owner,Bronzer,Kylie Cosmetics,410.98,4,Absolutely love this product! My skin feels so smooth and radiant.,Sensitive,35-44,Amazon,Yes
Lakme Face Oil Quite,Face Oil,Lakme,783.19,1,Not worth the hype. I regret buying it.,Sensitive,45-54,Myntra,No
Estee Lauder Toner Western,Toner,Estee Lauder,2171.07,1,Totally disappointed. Waste of money.,Oily,35-44,Brand Website,No
Maybelline Sunscreen Seek,Sunscreen,Maybelline,801.96,5,Does exactly what it claims. My go-to product now!,Combination,55+,Tira Beauty,Yes
Huda Beauty BB Cream Office,BB Cream,Huda Beauty,736.83,2,Totally disappointed. Waste of money.,Normal,55+,Sephora,No
Minimalist Lipstick Style,Lipstick,Minimalist,236.03,2,Not worth the hype. I regret buying it.,Normal,35-44,Sephora,No
Minimalist Bronzer Save,Bronzer,Minimalist,1086.3,3,"It’s okay, not bad but not great either.",Sensitive,35-44,Nykaa,No
L'Oréal Serum Of,Serum,L'Oréal,2972.93,2,Made my skin break out. Wouldn’t recommend.,Oily,18-24,Flipkart,No
Colorbar Face Oil Listen,Face Oil,Colorbar,608.26,3,Takes time to show results. Not sure if I’d repurchase.,Dry,35-44,Nykaa,No
Huda Beauty Bronzer Situation,Bronzer,Huda Beauty,1833.77,2,Too oily and sticky for my skin type.,Normal,25-34,Nykaa,No
Kylie Cosmetics Bronzer Per,Bronzer,Kylie Cosmetics,1102.05,3,Takes time to show results. Not sure if I’d repurchase.,Dry,25-34,Flipkart,No
Dior Exfoliator Authority,Exfoliator,Dior,1236.65,3,"Works fine, but I’ve used better alternatives.",Dry,18-24,Tira Beauty,No
Minimalist Lipstick Through,Lipstick,Minimalist,3176.99,5,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,25-34,Sephora,Yes
Charlotte Tilbury Lip Gloss According,Lip Gloss,Charlotte Tilbury,2787.58,3,"Decent product for the price, but texture could be better.",Combination,18-24,Flipkart,No
Dior Sheet Mask Garden,Sheet Mask,Dior,455.81,4,One of the best products I’ve tried! Totally satisfied.,Dry,35-44,Nykaa,Yes
Maybelline CC Cream Real,CC Cream,Maybelline,3296.62,2,Not worth the hype. I regret buying it.,Combination,25-34,Myntra,No
Rare Beauty Sheet Mask Series,Sheet Mask,Rare Beauty,2388.02,3,Average product — didn’t see a huge difference.,Combination,18-24,Brand Website,No
Dior Cleanser Line,Cleanser,Dior,2059.66,1,Made my skin break out. Wouldn’t recommend.,Sensitive,55+,Flipkart,No
L'Oréal Clay Mask Measure,Clay Mask,L'Oréal,2340.8,5,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,55+,Myntra,Yes
Colorbar Exfoliator Probably,Exfoliator,Colorbar,1521.53,3,"Works fine, but I’ve used better alternatives.",Dry,35-44,Myntra,No
Colorbar BB Cream Remain,BB Cream,Colorbar,2026.13,3,"Works fine, but I’ve used better alternatives.",Sensitive,35-44,Tira Beauty,No
Rare Beauty Countour Agency,Countour,Rare Beauty,843.46,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,18-24,Nykaa,No
Colorbar Moisturizer Tonight,Moisturizer,Colorbar,1730.18,1,Not worth the hype. I regret buying it.,Combination,45-54,Nykaa,No
Rare Beauty Highlighter Plant,Highlighter,Rare Beauty,1580.15,1,Smells weird and the texture feels heavy.,Oily,45-54,Tira Beauty,No
L'Oréal Lipstick Study,Lipstick,L'Oréal,1087.64,5,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,25-34,Sephora,Yes
Rare Beauty Highlighter Point,Highlighter,Rare Beauty,2235.5,5,One of the best products I’ve tried! Totally satisfied.,Oily,45-54,Sephora,Yes
Lakme Bronzer Although,Bronzer,Lakme,1247.52,4,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,45-54,Sephora,Yes
L'Oréal Cleanser Yeah,Cleanser,L'Oréal,1861.78,1,Made my skin break out. Wouldn’t recommend.,Sensitive,55+,Sephora,No
Rare Beauty Foundation Finish,Foundation,Rare Beauty,1618.06,2,Smells weird and the texture feels heavy.,Oily,18-24,Sephora,No
Charlotte Tilbury Sunscreen Remember,Sunscreen,Charlotte Tilbury,2678.85,5,Absolutely love this product! My skin feels so smooth and radiant.,Oily,35-44,Tira Beauty,Yes
Maybelline Toner Skill,Toner,Maybelline,2119.34,1,Not worth the hype. I regret buying it.,Oily,35-44,Myntra,No
Dior Face Oil Walk,Face Oil,Dior,2957.14,4,One of the best products I’ve tried! Totally satisfied.,Dry,18-24,Flipkart,Yes
Fenty Beauty CC Cream Attack,CC Cream,Fenty Beauty,1533.8,4,Affordable yet effective — my skin has never looked better!,Sensitive,25-34,Brand Website,Yes
Dior Exfoliator Data,Exfoliator,Dior,910.58,4,Affordable yet effective — my skin has never looked better!,Combination,35-44,Myntra,Yes
Dior Clay Mask Play,Clay Mask,Dior,818.03,4,Absolutely love this product! My skin feels so smooth and radiant.,Dry,25-34,Amazon,Yes
The Ordinary Foundation Movement,Foundation,The Ordinary,2390.79,4,Does exactly what it claims. My go-to product now!,Combination,55+,Sephora,Yes
Huda Beauty Highlighter Hotel,Highlighter,Huda Beauty,2204.26,3,"It’s okay, not bad but not great either.",Dry,25-34,Tira Beauty,No
Dior Countour South,Countour,Dior,1005.7,4,Lightweight and hydrating. It blends beautifully and feels premium.,Oily,45-54,Amazon,Yes
Minimalist Lip Gloss Baby,Lip Gloss,Minimalist,2724.67,1,Too oily and sticky for my skin type.,Sensitive,45-54,Myntra,No
Chanel Foundation A,Foundation,Chanel,2298.26,3,"It’s okay, not bad but not great either.",Sensitive,45-54,Tira Beauty,No
MAC Lipstick Couple,Lipstick,MAC,2948.19,3,"Decent product for the price, but texture could be better.",Sensitive,55+,Tira Beauty,No
Dior Moisturizer Might,Moisturizer,Dior,2897.77,4,One of the best products I’ve tried! Totally satisfied.,Combination,18-24,Brand Website,Yes
Dior Color Corrector Too,Color Corrector,Dior,258.85,2,Made my skin break out. Wouldn’t recommend.,Sensitive,45-54,Flipkart,No
Dior Foundation Seem,Foundation,Dior,2197.49,4,Great texture and long-lasting effect — definitely worth the price!,Sensitive,55+,Flipkart,Yes
Lakme Lip Gloss Must,Lip Gloss,Lakme,1087.74,1,Not worth the hype. I regret buying it.,Oily,35-44,Nykaa,No
Rare Beauty Cleanser Interesting,Cleanser,Rare Beauty,1246.17,2,Totally disappointed. Waste of money.,Sensitive,18-24,Brand Website,No
The Ordinary Serum Lawyer,Serum,The Ordinary,2152.57,1,Totally disappointed. Waste of money.,Oily,18-24,Flipkart,No
Rare Beauty Highlighter Deal,Highlighter,Rare Beauty,1017.18,1,Made my skin break out. Wouldn’t recommend.,Normal,25-34,Amazon,No
Huda Beauty Toner Window,Toner,Huda Beauty,330.69,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,55+,Tira Beauty,Yes
Huda Beauty Sheet Mask Discussion,Sheet Mask,Huda Beauty,1952.93,5,Great texture and long-lasting effect — definitely worth the price!,Oily,18-24,Flipkart,Yes
L'Oréal Exfoliator A,Exfoliator,L'Oréal,1341.09,3,Average product — didn’t see a huge difference.,Dry,35-44,Myntra,No
Dior Lipstick Help,Lipstick,Dior,807.02,2,Totally disappointed. Waste of money.,Oily,35-44,Sephora,No
Huda Beauty Exfoliator Consumer,Exfoliator,Huda Beauty,253.77,1,Too oily and sticky for my skin type.,Combination,25-34,Brand Website,No
Lakme Countour Seat,Countour,Lakme,1669.94,3,Average product — didn’t see a huge difference.,Oily,45-54,Amazon,No
Estee Lauder Clay Mask Appear,Clay Mask,Estee Lauder,1460.71,4,Great texture and long-lasting effect — definitely worth the price!,Sensitive,55+,Amazon,Yes
Fenty Beauty Bronzer Night,Bronzer,Fenty Beauty,2509.35,2,Made my skin break out. Wouldn’t recommend.,Oily,45-54,Flipkart,No
Colorbar CC Cream Draw,CC Cream,Colorbar,3133.67,2,Smells weird and the texture feels heavy.,Sensitive,55+,Nykaa,No
Estee Lauder Sheet Mask Of,Sheet Mask,Estee Lauder,2221.67,1,Too oily and sticky for my skin type.,Combination,18-24,Amazon,No
Lakme Lipstick Man,Lipstick,Lakme,254.01,2,Didn’t work for my skin at all. Caused mild irritation.,Combination,25-34,Tira Beauty,No
Huda Beauty Sheet Mask Race,Sheet Mask,Huda Beauty,1463.65,3,"Works fine, but I’ve used better alternatives.",Dry,55+,Nykaa,No
Estee Lauder Cleanser Discover,Cleanser,Estee Lauder,1938.62,1,Not worth the hype. I regret buying it.,Combination,25-34,Sephora,No
Dior Lipstick Southern,Lipstick,Dior,561.16,5,Affordable yet effective — my skin has never looked better!,Combination,25-34,Sephora,Yes
Fenty Beauty Moisturizer Perform,Moisturizer,Fenty Beauty,1825.27,1,Made my skin break out. Wouldn’t recommend.,Sensitive,35-44,Amazon,No
Chanel Countour Need,Countour,Chanel,2074.19,1,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,25-34,Myntra,No
L'Oréal Moisturizer Need,Moisturizer,L'Oréal,662.44,3,"Works fine, but I’ve used better alternatives.",Combination,18-24,Amazon,No
Huda Beauty Sheet Mask Market,Sheet Mask,Huda Beauty,601.33,5,Affordable yet effective — my skin has never looked better!,Dry,35-44,Nykaa,Yes
Charlotte Tilbury Countour Yourself,Countour,Charlotte Tilbury,2509.23,1,Not worth the hype. I regret buying it.,Sensitive,55+,Nykaa,No
Colorbar Moisturizer Modern,Moisturizer,Colorbar,2805.99,5,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,25-34,Amazon,Yes
Clinique Bronzer Carry,Bronzer,Clinique,3445.8,2,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,35-44,Sephora,No
Minimalist Clay Mask Citizen,Clay Mask,Minimalist,3003.18,1,Smells weird and the texture feels heavy.,Combination,45-54,Myntra,No
Estee Lauder CC Cream Religious,CC Cream,Estee Lauder,845.95,2,Smells weird and the texture feels heavy.,Normal,45-54,Brand Website,No
Kylie Cosmetics Exfoliator Wife,Exfoliator,Kylie Cosmetics,1178.53,3,Takes time to show results. Not sure if I’d repurchase.,Combination,45-54,Flipkart,No
Kylie Cosmetics Sunscreen Name,Sunscreen,Kylie Cosmetics,738.69,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,35-44,Amazon,No
MAC Exfoliator Serious,Exfoliator,MAC,3079.93,1,Totally disappointed. Waste of money.,Dry,18-24,Myntra,No
Kylie Cosmetics Exfoliator Upon,Exfoliator,Kylie Cosmetics,957.86,5,Perfect for my skin type. I can already see a glow after a few uses.,Combination,45-54,Brand Website,Yes
Minimalist Moisturizer Tree,Moisturizer,Minimalist,379.92,1,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,18-24,Nykaa,No
Charlotte Tilbury Sheet Mask Each,Sheet Mask,Charlotte Tilbury,1066.46,1,Made my skin break out. Wouldn’t recommend.,Normal,25-34,Flipkart,No
L'Oréal Moisturizer However,Moisturizer,L'Oréal,3061.51,3,"It’s okay, not bad but not great either.",Normal,55+,Sephora,No
The Ordinary CC Cream Second,CC Cream,The Ordinary,469.27,4,Great texture and long-lasting effect — definitely worth the price!,Oily,25-34,Amazon,Yes
MAC Lipstick Trial,Lipstick,MAC,1940.25,3,"Works fine, but I’ve used better alternatives.",Normal,55+,Amazon,No
Fenty Beauty Highlighter Window,Highlighter,Fenty Beauty,2111.91,1,Didn’t work for my skin at all. Caused mild irritation.,Dry,25-34,Brand Website,No
Rare Beauty CC Cream Law,CC Cream,Rare Beauty,1070.74,2,Made my skin break out. Wouldn’t recommend.,Oily,18-24,Sephora,No
Lakme Exfoliator Goal,Exfoliator,Lakme,1949.8,4,Perfect for my skin type. I can already see a glow after a few uses.,Sensitive,55+,Tira Beauty,Yes
The Ordinary BB Cream Enjoy,BB Cream,The Ordinary,2227.88,5,Smells amazing and the packaging is super cute. Highly recommend!,Combination,55+,Myntra,Yes
Charlotte Tilbury Face Oil Guy,Face Oil,Charlotte Tilbury,3295.63,4,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,45-54,Myntra,Yes
Dior Lipstick Arm,Lipstick,Dior,2677.55,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,35-44,Myntra,Yes
Maybelline BB Cream Second,BB Cream,Maybelline,2253.68,2,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,25-34,Flipkart,No
The Ordinary Exfoliator System,Exfoliator,The Ordinary,1815.7,2,Totally disappointed. Waste of money.,Sensitive,25-34,Brand Website,No
Huda Beauty Exfoliator High,Exfoliator,Huda Beauty,879.24,5,Perfect for my skin type. I can already see a glow after a few uses.,Oily,25-34,Flipkart,Yes
Maybelline Serum Page,Serum,Maybelline,972.31,3,"It’s okay, not bad but not great either.",Combination,55+,Amazon,No
Chanel Sunscreen Chance,Sunscreen,Chanel,760.0,4,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,55+,Flipkart,Yes
Chanel Exfoliator Newspaper,Exfoliator,Chanel,1410.53,2,Smells weird and the texture feels heavy.,Combination,25-34,Brand Website,No
Rare Beauty BB Cream Develop,BB Cream,Rare Beauty,1990.64,2,Smells weird and the texture feels heavy.,Normal,18-24,Amazon,No
Kylie Cosmetics Countour Walk,Countour,Kylie Cosmetics,1571.4,4,Great texture and long-lasting effect — definitely worth the price!,Sensitive,55+,Sephora,Yes
Maybelline Moisturizer Beautiful,Moisturizer,Maybelline,204.65,2,Not worth the hype. I regret buying it.,Oily,25-34,Brand Website,No
Rare Beauty Toner Money,Toner,Rare Beauty,2126.1,5,Great texture and long-lasting effect — definitely worth the price!,Oily,18-24,Myntra,Yes
Lakme Highlighter Night,Highlighter,Lakme,1103.34,4,Perfect for my skin type. I can already see a glow after a few uses.,Sensitive,45-54,Nykaa,Yes
L'Oréal Clay Mask By,Clay Mask,L'Oréal,1306.01,4,One of the best products I’ve tried! Totally satisfied.,Combination,45-54,Flipkart,Yes
Lakme Blush Able,Blush,Lakme,3340.53,4,One of the best products I’ve tried! Totally satisfied.,Dry,45-54,Amazon,Yes
Colorbar Highlighter Per,Highlighter,Colorbar,3097.26,5,Great texture and long-lasting effect — definitely worth the price!,Sensitive,25-34,Myntra,Yes
MAC Clay Mask Term,Clay Mask,MAC,378.37,3,Average product — didn’t see a huge difference.,Dry,35-44,Brand Website,No
Colorbar Sheet Mask These,Sheet Mask,Colorbar,896.86,4,Affordable yet effective — my skin has never looked better!,Dry,55+,Myntra,Yes
Kylie Cosmetics Sheet Mask School,Sheet Mask,Kylie Cosmetics,723.46,4,Lightweight and hydrating. It blends beautifully and feels premium.,Dry,25-34,Sephora,Yes
Maybelline Highlighter Represent,Highlighter,Maybelline,1162.91,4,Does exactly what it claims. My go-to product now!,Sensitive,18-24,Sephora,Yes
Maybelline Countour Number,Countour,Maybelline,1747.14,5,Does exactly what it claims. My go-to product now!,Sensitive,18-24,Amazon,Yes
Colorbar Lip Gloss Former,Lip Gloss,Colorbar,901.24,2,Didn’t work for my skin at all. Caused mild irritation.,Oily,55+,Sephora,No
Dior CC Cream One,CC Cream,Dior,2563.26,5,Affordable yet effective — my skin has never looked better!,Normal,35-44,Sephora,Yes
The Ordinary Moisturizer Imagine,Moisturizer,The Ordinary,2105.44,4,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,45-54,Brand Website,Yes
Colorbar Sheet Mask Much,Sheet Mask,Colorbar,902.74,5,Affordable yet effective — my skin has never looked better!,Combination,18-24,Tira Beauty,Yes
Chanel Face Oil Turn,Face Oil,Chanel,2161.23,5,Great texture and long-lasting effect — definitely worth the price!,Combination,25-34,Nykaa,Yes
Fenty Beauty CC Cream Until,CC Cream,Fenty Beauty,2476.28,3,"Decent product for the price, but texture could be better.",Combination,25-34,Amazon,No
MAC Sheet Mask Too,Sheet Mask,MAC,2534.61,4,One of the best products I’ve tried! Totally satisfied.,Normal,18-24,Brand Website,Yes
Fenty Beauty Highlighter Point,Highlighter,Fenty Beauty,2956.67,4,One of the best products I’ve tried! Totally satisfied.,Sensitive,25-34,Flipkart,Yes
Charlotte Tilbury Exfoliator Middle,Exfoliator,Charlotte Tilbury,2387.07,2,Not worth the hype. I regret buying it.,Dry,18-24,Amazon,No
L'Oréal Exfoliator Answer,Exfoliator,L'Oréal,1014.22,1,Too oily and sticky for my skin type.,Normal,35-44,Flipkart,No
Charlotte Tilbury BB Cream Large,BB Cream,Charlotte Tilbury,2968.06,2,Smells weird and the texture feels heavy.,Combination,55+,Amazon,No
Chanel Blush Rest,Blush,Chanel,1145.29,4,Perfect for my skin type. I can already see a glow after a few uses.,Sensitive,18-24,Sephora,Yes
MAC BB Cream Somebody,BB Cream,MAC,2842.82,1,Made my skin break out. Wouldn’t recommend.,Combination,55+,Myntra,No
